company_name,website,primary_category,subcategory,hq_country,status
UptimeRobot,uptimerobot.com,Monitoring & Logging,Uptime Monitoring,Turkey,active
Hyperping,hyperping.io,Monitoring & Logging,Uptime Monitoring,France,active
StatusCake,statuscake.com,Monitoring & Logging,Uptime Monitoring,UK,active
Uptime Kuma,uptime.kuma.pet,Monitoring & Logging,Uptime Monitoring,Hong Kong,active
HetrixTools,hetrixtools.com,Monitoring & Logging,Uptime Monitoring,US,active
Cronitor,cronitor.io,Monitoring & Logging,Cron Monitoring,US,active
Site24x7,site24x7.com,Monitoring & Logging,Full-Stack Monitoring,US,active
Pingdom,pingdom.com,Monitoring & Logging,Uptime Monitoring,Sweden,active
Uptrends,uptrends.com,Monitoring & Logging,Uptime Monitoring,Netherlands,active
PagerDuty,pagerduty.com,Monitoring & Logging,Incident Management,US,active
Opsgenie,opsgenie.com,Monitoring & Logging,Incident Management,US,active
Incident.io,incident.io,Monitoring & Logging,Incident Management,UK,active
Grafana OnCall,grafana.com/products/oncall,Monitoring & Logging,On-Call Management,US,active
FireHydrant,firehydrant.com,Monitoring & Logging,Incident Management,US,active
AllQuiet,allquiet.app,Monitoring & Logging,Incident Management,Germany,active
ilert,ilert.com,Monitoring & Logging,Incident Management,Germany,active
Statuspage,statuspage.io,Monitoring & Logging,Status Page,US,active
Cachet,cachethq.io,Monitoring & Logging,Status Page,UK,active
AppDynamics,appdynamics.com,Monitoring & Logging,APM,US,active
Jaeger,jaegertracing.io,Monitoring & Logging,Distributed Tracing,US,active
Zipkin,zipkin.io,Monitoring & Logging,Distributed Tracing,US,active
Fluentd,fluentd.org,Monitoring & Logging,Log Management,US,active
Vector,vector.dev,Monitoring & Logging,Log Management,US,active
Maestro Mobile,maestro.dev,Mobile Development,Mobile Testing,US,active
Flipper,flippercloud.io,Mobile Development,Feature Flags,US,active
Apptimize,apptimize.com,Mobile Development,A/B Testing,US,active
Bitbar,bitbar.com,Mobile Development,Mobile Testing Cloud,Finland,active
Flutter,flutter.dev,Mobile Development,Cross-Platform Framework,US,active
React Native,reactnative.dev,Mobile Development,Cross-Platform Framework,US,active
Capacitor,capacitorjs.com,Mobile Development,Cross-Platform Framework,US,active
Tauri,tauri.app,Mobile Development,Cross-Platform Framework,US,active
.NET MAUI,dotnet.microsoft.com/apps/maui,Mobile Development,Cross-Platform Framework,US,active
Expo Updates,expo.dev/updates,Mobile Development,OTA Updates,US,active
Emerge Tools,emergetools.com,Mobile Development,App Size Analysis,US,active
Runway Mobile,runway.team,Mobile Development,Release Management,US,active
MLflow,mlflow.org,AI/ML Tools,MLOps,US,active
Kubeflow,kubeflow.org,AI/ML Tools,MLOps,US,active
Neptune.ai,neptune.ai,AI/ML Tools,Experiment Tracking,Poland,active
DVC,dvc.org,AI/ML Tools,Data Versioning,US,active
ClearML,clear.ml,AI/ML Tools,MLOps,Israel,active
ZenML,zenml.io,AI/ML Tools,MLOps,Germany,active
Metaflow,metaflow.org,AI/ML Tools,MLOps,US,active
Feast,feast.dev,AI/ML Tools,Feature Store,US,active
Evidently AI,evidentlyai.com,AI/ML Tools,ML Monitoring,US,active
Fiddler AI,fiddler.ai,AI/ML Tools,ML Monitoring,US,active
TrueFoundry,truefoundry.com,AI/ML Tools,ML Deployment,India,active
CrewAI,crewai.com,AI/ML Tools,AI Agent Framework,US,active
AutoGen,microsoft.github.io/autogen,AI/ML Tools,AI Agent Framework,US,active
Semantic Kernel,learn.microsoft.com/semantic-kernel,AI/ML Tools,AI Agent Framework,US,active
LangGraph,langchain-ai.github.io/langgraph,AI/ML Tools,AI Agent Framework,US,active
Haystack,haystack.deepset.ai,AI/ML Tools,AI Agent Framework,Germany,active
Rasa,rasa.com,AI/ML Tools,Conversational AI,Germany,active
Bifrost AI Gateway,github.com/maximhq/bifrost,AI/ML Tools,AI Gateway,US,active
Portkey,portkey.ai,AI/ML Tools,AI Gateway,India,active
Braintrust,braintrust.dev,AI/ML Tools,AI Observability,US,active
Confident AI,confident-ai.com,AI/ML Tools,AI Evaluation,US,active
Arize AI,arize.com,AI/ML Tools,AI Observability,US,active
Guardrails AI,guardrailsai.com,AI/ML Tools,AI Safety,US,active
Prompt Layer,promptlayer.com,AI/ML Tools,Prompt Management,US,active
Humanloop,humanloop.com,AI/ML Tools,Prompt Management,UK,active
Devin,cognition.ai/devin,AI/ML Tools,AI Coding Agent,US,active
Palo Alto Prisma Cloud,paloaltonetworks.com/prisma/cloud,Security,Cloud Security,US,active
ZeroPath,zeropath.com,Security,SAST,US,active
Invicti,invicti.com,Security,DAST,US,active
Trivy,aquasecurity.github.io/trivy,Security,Container Security,US,active
Grype,anchore.com/grype,Security,Container Security,US,active
Falco,falco.org,Security,Runtime Security,US,active
Tenable,tenable.com,Security,Vulnerability Management,US,active
CodeClimate,codeclimate.com,Security,Code Quality,US,active
Codiga,codiga.io,Security,Code Analysis,France,active
Mend,mend.io,Security,SCA,Israel,active
OWASP ZAP,zaproxy.org,Security,DAST,US,active
Gitleaks,gitleaks.io,Security,Secrets Detection,US,active
TruffleHog,trufflesecurity.com,Security,Secrets Detection,US,active
Talisman,thoughtworks.github.io/talisman,Security,Secrets Detection,India,active
Salt Security,salt.security,Security,API Security,US,active
Noname Security,nonamesecurity.com,Security,API Security,US,active
Wallarm,wallarm.com,Security,API Security,US,active
Traceable AI,traceable.ai,Security,API Security,US,active
Teleport,goteleport.com,Security,Access Management,US,active
Boundary,boundaryproject.io,Security,Access Management,US,active
StepSecurity,stepsecurity.io,Security,CI/CD Security,US,active
Sigstore,sigstore.dev,Security,Supply Chain Security,US,active
Visual Studio Live Share,visualstudio.microsoft.com/services/live-share,Collaboration,Pair Programming,US,active
CodeTogether,codetogether.com,Collaboration,Pair Programming,US,active
Tuple,tuple.app,Collaboration,Pair Programming,US,active
Pop,pop.com,Collaboration,Pair Programming,US,active
Shortcut,shortcut.com,Collaboration,Project Management,US,active
Height,height.app,Collaboration,Project Management,US,active
Graphite Dev,graphite.dev,Collaboration,Code Review,US,active
ReviewBoard,reviewboard.org,Collaboration,Code Review,US,active
Phabricator,phacility.com,Collaboration,Code Review,US,active
Upsource,jetbrains.com/upsource,Collaboration,Code Review,Czech Republic,active
Atlan,atlan.com,Data Tools,Data Catalog,US,active
Collibra,collibra.com,Data Tools,Data Catalog,Belgium,active
DataHub,datahubproject.io,Data Tools,Data Catalog,US,active
OpenMetadata,open-metadata.org,Data Tools,Data Catalog,US,active
Monte Carlo,montecarlodata.com,Data Tools,Data Observability,US,active
Anomalo,anomalo.com,Data Tools,Data Quality,US,active
Metaplane,metaplane.dev,Data Tools,Data Quality,US,active
Great Expectations,greatexpectations.io,Data Tools,Data Quality,US,active
Soda,soda.io,Data Tools,Data Quality,Belgium,active
dbt,getdbt.com,Data Tools,Data Transformation,US,active
Mage AI,mage.ai,Data Tools,Data Orchestration,US,active
Orchestra,getorchestra.io,Data Tools,Data Orchestration,UK,active
Observable,observablehq.com,Data Tools,Data Visualization,US,active
Plotly,plotly.com,Data Tools,Data Visualization,Canada,active
Metabase,metabase.com,Data Tools,Data Visualization,US,active
Redash,redash.io,Data Tools,Data Visualization,Israel,active
Superset,superset.apache.org,Data Tools,Data Visualization,US,active
Lightdash,lightdash.com,Data Tools,Data Visualization,UK,active
Cypress,cypress.io,Testing,E2E Testing,US,active
Selenium,selenium.dev,Testing,E2E Testing,US,active
TestCafe,testcafe.io,Testing,E2E Testing,US,active
k6,k6.io,Testing,Load Testing,Sweden,active
Gatling,gatling.io,Testing,Load Testing,France,active
Locust,locust.io,Testing,Load Testing,Sweden,active
Artillery,artillery.io,Testing,Load Testing,UK,active
BlazeMeter,blazemeter.com,Testing,Load Testing,US,active
NeoLoad,neotys.com,Testing,Load Testing,France,active
OctoPerf,octoperf.com,Testing,Load Testing,France,active
Speedscale,speedscale.com,Testing,Load Testing,US,active
Apache JMeter,jmeter.apache.org,Testing,Load Testing,US,active
Apache Pulsar,pulsar.apache.org,Infrastructure & DevOps,Message Queue,US,active
AutoMQ,automq.com,Infrastructure & DevOps,Message Queue,China,active
Workato,workato.com,Automation,Workflow Automation,US,active
Finout,finout.io,FinOps,Cloud Cost Management,Israel,active
nOps,nops.io,FinOps,Cloud Cost Management,US,active
Kubecost,kubecost.com,FinOps,Kubernetes Cost Management,US,active
Flexera,flexera.com,FinOps,Cloud Cost Management,US,active
CloudChipr,cloudchipr.com,FinOps,Cloud Cost Management,US,active
Infracost,infracost.io,FinOps,Infrastructure Cost,UK,active
Mailtrap,mailtrap.io,Communications,Email Testing,Ukraine,active
SparkPost,sparkpost.com,Communications,Email Delivery,US,active
Mailchimp Transactional,mailchimp.com/developer/transactional,Communications,Email Delivery,US,active
SendLayer,sendlayer.com,Communications,Email Delivery,US,active
Prismic,prismic.io,CMS,Headless CMS,France,active
Cosmic,cosmicjs.com,CMS,Headless CMS,US,active
Firecrawl,firecrawl.dev,Web Scraping,Data Extraction,US,active
Browse AI,browse.ai,Web Scraping,Data Extraction,Canada,active
Crawlee,crawlee.dev,Web Scraping,Web Crawling,Czech Republic,active
Kadoa,kadoa.com,Web Scraping,AI Scraping,Germany,active
Browser Use,browser-use.com,Web Scraping,Browser Automation,US,active
Scrapy,scrapy.org,Web Scraping,Web Crawling,US,active
Phase,phase.dev,Security,Secrets Management,US,active
External Secrets Operator,external-secrets.io,Security,Secrets Management,US,active
Sealed Secrets,sealed-secrets.netlify.app,Security,Secrets Management,US,active
Molasses,molasses.app,Feature Management,Feature Flags,US,active
Statsig,statsig.com,Feature Management,Feature Flags,US,active
Flagr,github.com/openflagr/flagr,Feature Management,Feature Flags,US,active
Airplane Dev,airplane.dev,Internal Tools,Internal Tools Platform,US,active
DronaHQ,dronahq.com,Internal Tools,Low-Code Platform,India,active
Noloco,noloco.io,Internal Tools,Low-Code Platform,Ireland,active
UI Bakery,uibakery.io,Internal Tools,Low-Code Platform,Ukraine,active
RedisInsight,redis.io/insight,Database,Database GUI,US,active
ChartDB,chartdb.io,Database,Database Visualization,US,active
CozoDB,cozodb.org,Database,Embedded Database,US,active
PgBouncer,pgbouncer.org,Database,Connection Pooling,Estonia,active
FerretDB,ferretdb.com,Database,MongoDB Alternative,US,active
RisingWave,risingwave.com,Database,Streaming Database,US,active
Materialize,materialize.com,Database,Streaming Database,US,active
Tabular,tabular.io,Data Tools,Data Lakehouse,US,active
LakeFS,lakefs.io,Data Tools,Data Versioning,Israel,active
Delta Lake,delta.io,Data Tools,Data Lakehouse,US,active
Apache Iceberg,iceberg.apache.org,Data Tools,Data Lakehouse,US,active
Stitch Data,stitchdata.com,Data Tools,Data Integration,US,active
Omnata,omnata.com,Data Tools,Data Sync,Australia,active
Shipyard,shipyardapp.com,Data Tools,Data Orchestration,US,active
Flyte,flyte.org,Data Tools,ML Orchestration,US,active
Hamilton,hamiltonframework.dev,Data Tools,Data Pipeline,US,active
Promptfoo,promptfoo.dev,AI/ML Tools,LLM Evaluation,US,active
DeepEval,deepeval.com,AI/ML Tools,LLM Evaluation,US,active
Ragas,ragas.io,AI/ML Tools,RAG Evaluation,India,active
Vellum,vellum.ai,AI/ML Tools,LLM Development,US,active
Instructor,useinstructor.com,AI/ML Tools,LLM Structured Output,US,active
Outlines,outlines-dev.github.io,AI/ML Tools,LLM Structured Output,France,active
LMQL,lmql.ai,AI/ML Tools,LLM Query Language,Germany,active
Vercel AI SDK,sdk.vercel.ai,AI/ML Tools,AI Development Kit,US,active
GPT4All,gpt4all.io,AI/ML Tools,Local LLM,US,active
LocalAI,localai.io,AI/ML Tools,Local LLM,Italy,active
Jan,jan.ai,AI/ML Tools,Local LLM,Singapore,active
Warp Terminal,warp.dev,Developer Experience,Terminal,US,active
Zellij,zellij.dev,Developer Experience,Terminal,Israel,active
Gradle,gradle.org,Developer Experience,Build Tool,US,active
Bazel,bazel.build,Developer Experience,Build Tool,US,active
Buck2,buck2.build,Developer Experience,Build Tool,US,active
Pkl,pkl-lang.org,Developer Experience,Configuration Language,US,active
CUE,cuelang.org,Developer Experience,Configuration Language,Netherlands,active
Env0,env0.com,Infrastructure & DevOps,Environment Management,Israel,active
Scalr,scalr.com,Infrastructure & DevOps,Terraform Management,US,active
Terramate,terramate.io,Infrastructure & DevOps,Infrastructure as Code,Germany,active
Atmos,atmos.tools,Infrastructure & DevOps,Infrastructure as Code,US,active
Waypoint,waypointproject.io,CI/CD,Application Deployment,US,active
Woodpecker CI,woodpecker-ci.org,CI/CD,Continuous Integration,Germany,active
Buddy,buddy.works,CI/CD,Deployment Automation,Poland,active
Massdriver,massdriver.cloud,Infrastructure,Cloud Operations,US,active
Envoy,envoyproxy.io,Cloud Native,Service Proxy,US,active
Dapr,dapr.io,Cloud Native,Application Runtime,US,active
Knative,knative.dev,Cloud Native,Serverless on Kubernetes,US,active
KEDA,keda.sh,Cloud Native,Event-Driven Autoscaling,US,active
containerd,containerd.io,Cloud Native,Container Runtime,US,active
Kyverno,kyverno.io,Cloud Native,Policy Management,US,active
cert-manager,cert-manager.io,Cloud Native,Certificate Management,UK,active
CoreDNS,coredns.io,Cloud Native,DNS Server,US,active
etcd,etcd.io,Cloud Native,Key-Value Store,US,active
Rook,rook.io,Cloud Native,Storage Orchestration,US,active
Vitess,vitess.io,Cloud Native,Database Clustering,US,active
TiKV,tikv.org,Cloud Native,Distributed Key-Value,China,active
Longhorn,longhorn.io,Cloud Native,Cloud Native Storage,US,active
Strimzi,strimzi.io,Cloud Native,Kafka on Kubernetes,UK,active
Chaos Mesh,chaos-mesh.org,Cloud Native,Chaos Engineering,China,active
Litmus,litmuschaos.io,Cloud Native,Chaos Engineering,India,active
KubeVirt,kubevirt.io,Cloud Native,VM on Kubernetes,US,active
wasmCloud,wasmcloud.com,Cloud Native,WebAssembly Runtime,US,active
CloudNativePG,cloudnative-pg.io,Cloud Native,PostgreSQL Operator,Italy,active
SpinKube,spinkube.dev,Cloud Native,WebAssembly on Kubernetes,US,active
Drasi,drasi.io,Cloud Native,Change Detection,US,active
OpenFGA,openfga.dev,Auth,Fine-Grained Authorization,US,active
Kubescape,kubescape.io,Security,Kubernetes Security,Israel,active
Cloud Custodian,cloudcustodian.io,Cloud Native,Cloud Governance,US,active
Contour,projectcontour.io,Cloud Native,Ingress Controller,US,active
Volcano,volcano.sh,Cloud Native,Batch Scheduling,China,active
KServe,kserve.io,AI/ML,Model Serving,US,active
Graylog,graylog.org,Observability,Log Management,US,active
Sumo Logic,sumologic.com,Observability,Cloud SIEM & Observability,US,active
Coralogix,coralogix.com,Observability,Observability Platform,Israel,active
Logz.io,logz.io,Observability,Open Source Observability,Israel,active
Axiom,axiom.co,Observability,Log Management,US,active
Mezmo,mezmo.com,Observability,Telemetry Pipeline,US,active
Groundcover,groundcover.com,Observability,eBPF Observability,Israel,active
SolarWinds,solarwinds.com,Observability,IT Monitoring,US,active
Weights & Biases,wandb.com,AI/ML,MLOps Platform,US,active
Aim,aimstack.io,AI/ML,Experiment Tracking,US,active
Determined AI,determined.ai,AI/ML,Model Training,US,active
Anyscale,anyscale.com,AI/ML,Distributed Computing,US,active
Pydantic,pydantic.dev,AI/ML,Data Validation,US,active
Marqo,marqo.ai,Database,Vector Search,Australia,active
Zilliz,zilliz.com,Database,Vector Database Cloud,US,active
Dolt,dolthub.com,Database,Version-Controlled Database,US,active
Tembo,tembo.io,Database,Managed Postgres,US,active
Hydra,hydra.so,Database,Postgres for Analytics,US,active
Bright Data,brightdata.com,Data,Web Data Platform,Israel,active
Oxylabs,oxylabs.io,Data,Web Scraping Infrastructure,Lithuania,active
Plane,plane.so,Developer Tools,Project Management,India,active
iTerm2,iterm2.com,Developer Tools,Terminal Emulator,US,active
Windsurf,windsurf.com,AI Coding,AI IDE,US,acquired
Copilot Workspace,githubnext.com,AI Coding,AI Development Environment,US,active
Bloop,bloop.ai,AI Coding,AI Code Search,UK,active
Phind,phind.com,AI Coding,AI Code Search,US,active
Morph,morphllm.com,AI Coding,LLM Code Router,US,active
Mentat,mentat.ai,AI Coding,AI Coding Agent,US,active
Eclipse Theia,theia-ide.org,Cloud IDE,Cloud & Desktop IDE,Germany,active
StackBlitz,stackblitz.com,Cloud IDE,Web-Based IDE,US,active
CodeSandbox,codesandbox.io,Cloud IDE,Cloud IDE,Netherlands,active
Okteto,okteto.com,Cloud IDE,Kubernetes Dev Environment,US,active
Bruno,usebruno.com,API Development,API Client,Germany,active
Thunder Client,thunderclient.com,API Development,VS Code API Client,US,active
Spotlight,spotlight.dev,API Development,API Testing,Germany,active
Requestly,requestly.com,API Development,API Debugging,India,active
Firecamp,firecamp.io,API Development,API Platform,India,active
Testfully,testfully.io,API Development,API Testing,US,active
WebdriverIO,webdriver.io,Testing,Browser Testing,Germany,active
Vitest,vitest.dev,Testing,Unit Testing,US,active
Jest,jestjs.io,Testing,JavaScript Testing,US,active
Storybook,storybook.js.org,Testing,UI Component Testing,US,active
Testing Library,testing-library.com,Testing,UI Testing Utilities,US,active
Mabl,mabl.com,Testing,Intelligent Test Automation,US,active
QA Wolf,qawolf.com,Testing,QA as a Service,US,active
Checkly,checklyhq.com,Testing,Monitoring as Code,Germany,active
Pact,pact.io,Testing,Contract Testing,Australia,active
MockServer,mock-server.com,Testing,API Mocking,UK,active
k3s,k3s.io,Container,Lightweight Kubernetes,US,active
Podman,podman.io,Container,Container Runtime,US,active
Buildah,buildah.io,Container,Container Image Builder,US,active
Minikube,minikube.sigs.k8s.io,Container,Local Kubernetes,US,active
Kind,kind.sigs.k8s.io,Container,Kubernetes in Docker,US,active
ArgoCD,argo-cd.readthedocs.io,Container,GitOps CD,US,active
Restate,restate.dev,Workflow,Durable Functions,Germany,active
Runframe,runframe.io,Incident Management,On-Call Platform,US,active
Spike.sh,spike.sh,Incident Management,On-Call Alerting,India,active
xMatters,xmatters.com,Incident Management,Intelligent Communication,US,active
Anima,animaapp.com,Design to Code,Design to Code,Israel,active
Locofy,locofy.ai,Design to Code,AI Design to Code,Singapore,active
TeleportHQ,teleporthq.io,Design to Code,Low-Code Front-End,Romania,active
Zeplin,zeplin.io,Design to Code,Design Handoff,Turkey,active
DhiWise,dhiwise.com,Design to Code,App Builder,India,active
Figma,figma.com,Design to Code,Design Platform,US,active
Penpot,penpot.app,Design to Code,Open Source Design,Spain,active
Webflow,webflow.com,Design to Code,Visual Web Development,US,active
Confluence,atlassian.com/confluence,Documentation,Team Documentation,Australia,active
Lowcoder,lowcoder.cloud,Low Code,Open Source Internal Tools,US,active
Refine,refine.dev,Low Code,React Admin Framework,Turkey,active
TablePlus,tableplus.com,Database Tools,Database Client,Vietnam,active
DataGrip,jetbrains.com/datagrip,Database Tools,Database IDE,Czechia,active
Atlas,atlasgo.io,Database Tools,Schema Management,Israel,active
Drizzle ORM,orm.drizzle.team,Database Tools,TypeScript ORM,US,active
Quay,quay.io,Artifact Management,Container Registry,US,active
Verdaccio,verdaccio.org,Artifact Management,npm Private Registry,Spain,active
Pulsar,apache.org/pulsar,Messaging,Distributed Messaging,US,active
Endor Labs,endorlabs.com,Security,Dependency Security,US,active
Fortify,microfocus.com/fortify,Security,Application Security,UK,active
CodeQL,codeql.github.com,Security,Code Scanning,US,active
Bandit,bandit.readthedocs.io,Security,Python Security Linter,US,active
Anchore,anchore.com,Security,Container Security,US,active
Fermyon,fermyon.com,Developer Platform,WebAssembly Platform,US,active
Platformatic,platformatic.dev,Developer Platform,Node.js Application Platform,Italy,active
Nitro,nitro.build,Developer Platform,Server Framework,US,active
Chef,chef.io,Infrastructure,Configuration Management,US,active
Puppet,puppet.com,Infrastructure,Configuration Management,US,active
SaltStack,saltproject.io,Infrastructure,Configuration Management,US,active
StrongDM,strongdm.com,Infrastructure,Infrastructure Access,US,active
Tailscale,tailscale.com,Infrastructure,VPN & Networking,Canada,active
Netbird,netbird.io,Infrastructure,Network Security,Germany,active
Pangea,pangea.cloud,Infrastructure,Security APIs,US,active
Snorkel AI,snorkel.ai,AI/ML,Data-Centric AI,US,active
Scale AI,scale.com,AI/ML,Data Labeling & AI,US,active
Labelbox,labelbox.com,AI/ML,Data Labeling,US,active
Spring AI,spring.io/projects/spring-ai,AI/ML,Java AI Framework,US,active
Neon,neon.tech,Database,Serverless Postgres,US,acquired
Kontent.ai,kontent.ai,CMS,Headless CMS,Czechia,active
Decap CMS,decapcms.org,CMS,Git-Based CMS,US,active
Tina CMS,tina.io,CMS,Git-Backed CMS,US,active
Caisy,caisy.io,CMS,Headless CMS,Germany,active
Atlantis,runatlantis.io,Infrastructure,Terraform Pull Request,US,active
ControlMonkey,controlmonkey.io,Infrastructure,IaC Automation,Israel,active
CapRover,caprover.com,Hosting,Self-Hosted PaaS,US,active
Dokku,dokku.com,Hosting,Mini PaaS,US,active
Kamal,kamal-deploy.org,Hosting,Web App Deployment,Denmark,active
Zeplo,zeplo.io,Hosting,Message Queue,UK,active
CodeAnt AI,codeant.ai,Security,AI Code Review,India,active
Offensive360,offensive360.com,Security,SAST Platform,Spain,active
Plexicus,plexicus.ai,Security,AI AppSec,US,active
Rely.io,rely.io,Developer Portal,Internal Developer Portal,Portugal,active
Configure8,configure8.io,Developer Portal,Service Catalog,US,active
Compass,atlassian.com/compass,Developer Portal,Developer Experience,Australia,active
Roadie,roadie.io,Developer Portal,Managed Backstage,Ireland,active
GitLab,gitlab.com,DevOps,DevOps Platform,US,active
Bitbucket,bitbucket.org,DevOps,Git Hosting,Australia,active
Forgejo,forgejo.org,DevOps,Self-Hosted Git,Germany,active
Gogs,gogs.io,DevOps,Self-Hosted Git,China,active
LazyGit,lazygit.com,DevOps,Git Terminal UI,Australia,active
Fork,git-fork.com,DevOps,Git GUI Client,US,active
Sourcetree,sourcetreeapp.com,DevOps,Git GUI,Australia,active
Gitkraken,gitkraken.com,DevOps,Git GUI & Tools,US,active
FOSSA,fossa.com,Security,Open Source Compliance,US,active
WhiteSource,whitesourcesoftware.com,Security,Open Source Security,Israel,active
Lasso Security,lasso.security,Security,LLM Security,Israel,active
Protect AI,protectai.com,Security,AI Security,US,active
CalypsoAI,calypsoai.com,Security,AI Security,US,active
Lakera,lakera.ai,Security,LLM Security,Switzerland,active
Rebuff,rebuff.ai,Security,LLM Prompt Security,US,active
ESLint,eslint.org,Code Quality,JavaScript Linter,US,active
Prettier,prettier.io,Code Quality,Code Formatter,US,active
Biome,biomejs.dev,Code Quality,JS Toolchain,Italy,active
Ruff,astral.sh,Code Quality,Python Linter,US,active
Black,black.readthedocs.io,Code Quality,Python Formatter,US,active
Trunk,trunk.io,Code Quality,Code Quality Platform,US,active
MegaLinter,megalinter.io,Code Quality,Linter Aggregator,France,active
Pre-commit,pre-commit.com,Code Quality,Git Hook Manager,US,active
Oxc,oxc-project.github.io,Code Quality,JavaScript Compiler,US,active
Vite,vitejs.dev,Build Tools,Frontend Build Tool,US,active
esbuild,esbuild.github.io,Build Tools,JavaScript Bundler,US,active
Rollup,rollupjs.org,Build Tools,Module Bundler,US,active
webpack,webpack.js.org,Build Tools,Module Bundler,Germany,active
SWC,swc.rs,Build Tools,JavaScript Compiler,South Korea,active
Lerna,lerna.js.org,Build Tools,Monorepo Manager,US,active
Rush,rushjs.io,Build Tools,Monorepo Manager,US,active
Jsonnet,jsonnet.org,Configuration,Data Templating Language,US,active
Kustomize,kustomize.io,Configuration,Kubernetes Configuration,US,active
Packer,packer.io,Infrastructure,Machine Image Builder,US,active
Excalidraw,excalidraw.com,Design Tools,Collaborative Whiteboard,US,active
tldraw,tldraw.com,Design Tools,Infinite Canvas,UK,active
Eraser,eraser.io,Design Tools,Technical Diagramming,US,active
Mermaid,mermaid.js.org,Design Tools,Diagram as Code,Sweden,active
D2,d2lang.com,Design Tools,Diagram Scripting,US,active
draw.io,draw.io,Design Tools,Diagramming,Germany,active
Lucidchart,lucidchart.com,Design Tools,Diagramming Platform,US,active
Whimsical,whimsical.com,Design Tools,Visual Collaboration,US,active
GitLens,gitlens.amod.io,VS Code Extension,Git Visualization,US,active
Remote Development,marketplace.visualstudio.com,VS Code Extension,Remote Dev,US,active
EarlyAI,startearly.ai,VS Code Extension,AI Unit Testing,US,active
SonarLint,sonarsource.com/sonarlint,VS Code Extension,Code Quality,Switzerland,active
Wallaby.js,wallabyjs.com,VS Code Extension,Test Runner,Australia,active
Quokka.js,quokkajs.com,VS Code Extension,JavaScript Scratchpad,Australia,active
Nx Console,nx.dev/nx-console,VS Code Extension,Monorepo Tools,US,active
gh CLI,cli.github.com,CLI Tools,GitHub CLI,US,active
Starship,starship.rs,CLI Tools,Shell Prompt,US,active
zoxide,github.com/ajeetdsouza/zoxide,CLI Tools,Smart Directory Navigation,US,active
bat,github.com/sharkdp/bat,CLI Tools,Cat Clone with Syntax,Germany,active
ripgrep,github.com/BurntSushi/ripgrep,CLI Tools,Fast Search,US,active
fd,github.com/sharkdp/fd,CLI Tools,Fast Find,Germany,active
fzf,github.com/junegunn/fzf,CLI Tools,Fuzzy Finder,South Korea,active
delta,github.com/dandavison/delta,CLI Tools,Git Diff Viewer,UK,active
lazydocker,github.com/jesseduffield/lazydocker,CLI Tools,Docker Terminal UI,Australia,active
direnv,direnv.net,CLI Tools,Environment Switcher,US,active
asdf,asdf-vm.com,CLI Tools,Version Manager,US,active
mise,mise.jdx.dev,CLI Tools,Dev Tool Manager,US,active
Homebrew,brew.sh,CLI Tools,Package Manager,US,active
Ghostty,ghostty.org,Developer Tools,Terminal Emulator,US,pending_review
WezTerm,wezfurlong.org/wezterm,Developer Tools,Terminal Emulator,US,pending_review
eza,github.com/eza-community/eza,Developer Tools,CLI Utility,US,pending_review
tmux,github.com/tmux/tmux,Developer Tools,Terminal Multiplexer,US,pending_review
Hono,hono.dev,Developer Tools,Web Framework,JP,pending_review
ElysiaJS,elysiajs.com,Developer Tools,Web Framework,TH,pending_review
Astro,astro.build,Developer Tools,Web Framework,US,pending_review
SvelteKit,kit.svelte.dev,Developer Tools,Web Framework,US,pending_review
Nuxt,nuxt.com,Developer Tools,Web Framework,FR,pending_review
Next.js,nextjs.org,Developer Tools,Web Framework,US,pending_review
Remix,remix.run,Developer Tools,Web Framework,US,pending_review
FastAPI,fastapi.tiangolo.com,Developer Tools,Web Framework,CO,pending_review
NestJS,nestjs.com,Developer Tools,Web Framework,IL,pending_review
TypeORM,typeorm.io,Developer Tools,ORM,US,pending_review
Spline,spline.design,Developer Tools,3D Design Tool,US,pending_review
Rive,rive.app,Developer Tools,Animation Tool,US,pending_review
Canva,canva.com,Developer Tools,Design Tool,AU,pending_review
ShadCN UI,ui.shadcn.com,Developer Tools,UI Component Library,US,pending_review
Tailwind CSS,tailwindcss.com,Developer Tools,CSS Framework,US,pending_review
Radix UI,radix-ui.com,Developer Tools,UI Component Library,US,pending_review
Headless UI,headlessui.com,Developer Tools,UI Component Library,US,pending_review
Chakra UI,chakra-ui.com,Developer Tools,UI Component Library,NG,pending_review
Mantine,mantine.dev,Developer Tools,UI Component Library,BY,pending_review
Framer Motion,motion.dev,Developer Tools,Animation Library,NL,pending_review
TanStack,tanstack.com,Developer Tools,Data Fetching Library,US,pending_review
Zustand,github.com/pmndrs/zustand,Developer Tools,State Management,US,pending_review
Jotai,jotai.org,Developer Tools,State Management,JP,pending_review
tRPC,trpc.io,Developer Tools,API Framework,SE,pending_review
Zod,zod.dev,Developer Tools,Validation Library,US,pending_review
OpenStatus,openstatus.dev,Observability,Status Page,FR,pending_review
Komodor,komodor.com,Observability,Kubernetes Monitoring,IL,pending_review
Dokploy,dokploy.com,CI/CD,Self-Hosted PaaS,US,pending_review
IFTTT,ifttt.com,Developer Tools,Workflow Automation,US,pending_review
Perplexity,perplexity.ai,AI API & SDK,AI Search,US,pending_review
Midjourney,midjourney.com,AI API & SDK,Image Generation,US,pending_review
